Дата,T
25.01.2018 23:00,-32.4
25.01.2018 20:00,-30.7
25.01.2018 17:00,-29.9
25.01.2018 14:00,-28.4
25.01.2018 11:00,-29.8
25.01.2018 8:00,-32.7
25.01.2018 5:00,-34.1
25.01.2018 2:00,-33.6
24.01.2018 23:00,-31.1
24.01.2018 20:00,-29.3
24.01.2018 17:00,-28.3
24.01.2018 14:00,-25.8
24.01.2018 11:00,-28.2
24.01.2018 8:00,-30.0
24.01.2018 5:00,-32.6
24.01.2018 2:00,-33.4
23.01.2018 23:00,-32.6
23.01.2018 20:00,-30.3
23.01.2018 17:00,-30.3
23.01.2018 14:00,-28.6
23.01.2018 11:00,-31.8
23.01.2018 8:00,-37.5
23.01.2018 5:00,-37.5
23.01.2018 2:00,-37.2
22.01.2018 23:00,-37.7
22.01.2018 20:00,-36.8
22.01.2018 17:00,-35.1
22.01.2018 14:00,-32.4
22.01.2018 11:00,-33.9
22.01.2018 8:00,-35.7
22.01.2018 5:00,-34.4
22.01.2018 2:00,-31.3
21.01.2018 23:00,-29.4
21.01.2018 20:00,-26.5
21.01.2018 17:00,-22.5
21.01.2018 14:00,-19.5
21.01.2018 11:00,-19.9
21.01.2018 8:00,-24.5
21.01.2018 5:00,-22.6
21.01.2018 2:00,-22.6
20.01.2018 23:00,-21.6
20.01.2018 20:00,-19.9
20.01.2018 17:00,-19.0
20.01.2018 14:00,-17.8
20.01.2018 11:00,-19.8
20.01.2018 8:00,-24.6
20.01.2018 5:00,-23.6
20.01.2018 2:00,-23.5
19.01.2018 23:00,-21.0
19.01.2018 20:00,-20.6
19.01.2018 17:00,-17.2
19.01.2018 14:00,-8.8
19.01.2018 11:00,-11.8
19.01.2018 8:00,-19.8
19.01.2018 5:00,-20.6
19.01.2018 2:00,-20.0
18.01.2018 23:00,-17.6
18.01.2018 20:00,-17.8
18.01.2018 17:00,-15.3
18.01.2018 14:00,-14.2
18.01.2018 11:00,-19.1
18.01.2018 8:00,-22.6
18.01.2018 5:00,-21.7
18.01.2018 2:00,-20.7
17.01.2018 23:00,-21.3
17.01.2018 20:00,-21.1
17.01.2018 17:00,-19.5
17.01.2018 14:00,-15.5
17.01.2018 11:00,-15.3
17.01.2018 8:00,-18.7
17.01.2018 5:00,-19.2
17.01.2018 2:00,-20.6
16.01.2018 23:00,-21.4
16.01.2018 20:00,-20.8
16.01.2018 17:00,-20.6
16.01.2018 14:00,-18.9
16.01.2018 11:00,-21.0
16.01.2018 8:00,-23.1
16.01.2018 5:00,-22.1
16.01.2018 2:00,-23.1
15.01.2018 23:00,-24.7
15.01.2018 20:00,-23.6
15.01.2018 17:00,-21.9
15.01.2018 14:00,-20.6
15.01.2018 11:00,-20.4
15.01.2018 8:00,-22.8
15.01.2018 5:00,-23.4
15.01.2018 2:00,-23.8
14.01.2018 23:00,-23.7
14.01.2018 20:00,-24.0
14.01.2018 17:00,-23.8
14.01.2018 14:00,-22.7
14.01.2018 11:00,-24.9
14.01.2018 8:00,-22.7
14.01.2018 5:00,-28.9
14.01.2018 2:00,-28.9
13.01.2018 23:00,-27.5
13.01.2018 20:00,-26.3
13.01.2018 17:00,-24.5
13.01.2018 14:00,-22.5
13.01.2018 11:00,-22.6
13.01.2018 8:00,-24.7
13.01.2018 5:00,-22.4
13.01.2018 2:00,-21.2
12.01.2018 23:00,-19.7
12.01.2018 20:00,-18.4
12.01.2018 17:00,-16.1
12.01.2018 14:00,-14.6
12.01.2018 11:00,-13.0
12.01.2018 8:00,-12.6
12.01.2018 5:00,-12.8
12.01.2018 2:00,-12.6
11.01.2018 23:00,-12.1
11.01.2018 20:00,-12.0
11.01.2018 17:00,-12.2
11.01.2018 14:00,-11.9
11.01.2018 11:00,-10.5
11.01.2018 8:00,-8.7
11.01.2018 5:00,-8.1
11.01.2018 2:00,-0.3
10.01.2018 23:00,0.0
10.01.2018 20:00,-0.6
10.01.2018 17:00,-0.5
10.01.2018 14:00,-1.0
10.01.2018 11:00,-1.5
10.01.2018 8:00,-2.1
10.01.2018 5:00,-2.7
10.01.2018 2:00,-3.5
09.01.2018 23:00,-5.0
09.01.2018 20:00,-5.4
09.01.2018 17:00,-5.5
09.01.2018 14:00,-5.5
09.01.2018 11:00,-5.7
09.01.2018 8:00,-6.5
09.01.2018 5:00,-7.5
09.01.2018 2:00,-8.9
08.01.2018 23:00,-14.1
08.01.2018 20:00,-17.2
08.01.2018 17:00,-15.4
08.01.2018 14:00,-14.2
08.01.2018 11:00,-14.1
08.01.2018 8:00,-16.9
08.01.2018 5:00,-17.0
08.01.2018 2:00,-14.4
07.01.2018 23:00,-14.3
07.01.2018 20:00,-11.8
07.01.2018 17:00,-12.0
07.01.2018 14:00,-9.9
07.01.2018 11:00,-12.4
07.01.2018 8:00,-14.9
07.01.2018 5:00,-14.3
07.01.2018 2:00,-12.4
06.01.2018 23:00,-11.0
06.01.2018 20:00,-14.0
06.01.2018 17:00,-12.3
06.01.2018 14:00,-7.5
06.01.2018 11:00,-9.5
06.01.2018 8:00,-19.1
06.01.2018 5:00,-15.9
06.01.2018 2:00,-17.1
05.01.2018 23:00,-17.6
05.01.2018 20:00,-16.1
05.01.2018 17:00,-15.2
05.01.2018 14:00,-12.5
05.01.2018 11:00,-11.8
05.01.2018 8:00,-22.7
05.01.2018 5:00,-21.9
05.01.2018 2:00,-17.1
04.01.2018 23:00,-20.7
04.01.2018 20:00,-17.2
04.01.2018 17:00,-14.5
04.01.2018 14:00,-9.6
04.01.2018 11:00,-12.3
04.01.2018 8:00,-12.6
04.01.2018 5:00,-12.3
04.01.2018 2:00,-13.4
03.01.2018 23:00,-12.8
03.01.2018 20:00,-12.8
03.01.2018 17:00,-12.5
03.01.2018 14:00,-9.5
03.01.2018 11:00,-10.7
03.01.2018 8:00,-12.0
03.01.2018 5:00,-10.9
03.01.2018 2:00,-10.5
02.01.2018 23:00,-9.1
02.01.2018 20:00,-9.0
02.01.2018 17:00,-8.3
02.01.2018 14:00,-6.3
02.01.2018 11:00,-8.6
02.01.2018 8:00,-11.3
02.01.2018 5:00,-11.5
02.01.2018 2:00,-12.0
01.01.2018 23:00,-10.7
01.01.2018 20:00,-9.3
01.01.2018 17:00,-8.2
01.01.2018 14:00,-6.7
01.01.2018 11:00,-8.5
01.01.2018 8:00,-11.1
01.01.2018 5:00,-10.8
01.01.2018 2:00,-10.4
